Package,Item,Title,Rows,Cols,has_logical,has_binary,has_numeric,has_character,CSV,Doc
DAAG,tinting,Car Window Tinting Experiment Data,182,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
DAAG,tomato,Root weights of tomato plants exposed to 4 different treatments,24,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
DAAG,toycars,Toy Cars Data,27,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
DAAG,vince111b,"Averages by block of corn yields, for treatment 111 only",36,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
DAAG,vlt,Video Lottery Terminal Data,345,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
DAAG,wages1833,Wages of Lancashire Cotton Factory Workers in 1833,51,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
DAAG,whoops,"Deaths from whooping cough, in London",142,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
DAAG,worldRecords,"Record times for track and road races, at August 9th 2006",40,5,FALSE,TRUE,TRUE,TRUE,CSV,DOC
datasets,ability.cov,Ability and Intelligence Tests,6,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,airmiles,"Passenger Miles on Commercial US Airlines, 1937-1960",24,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,AirPassengers,Monthly Airline Passenger Numbers 1949-1960,144,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,airquality,New York Air Quality Measurements,153,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,anscombe,Anscombe's Quartet of 'Identical' Simple Linear Regressions,11,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,attenu,The Joyner-Boore Attenuation Data,182,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,attitude,The Chatterjee-Price Attitude Data,30,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,austres,Quarterly Time Series of the Number of Australian Residents,89,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,BJsales,Sales Data with Leading Indicator,150,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,BOD,Biochemical Oxygen Demand,6,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,cars,Speed and Stopping Distances of Cars,50,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,ChickWeight,Weight versus age of chicks on different diets,578,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,chickwts,Chicken Weights by Feed Type,71,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,co2,Mauna Loa Atmospheric CO2 Concentration,468,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,CO2,Carbon Dioxide Uptake in Grass Plants,84,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,crimtab,Student's 3000 Criminals Data,924,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,discoveries,Yearly Numbers of Important Discoveries,100,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,DNase,Elisa assay of DNase,176,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,esoph,"Smoking, Alcohol and (O)esophageal Cancer",88,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,euro,Conversion Rates of Euro Currencies,11,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,EuStockMarkets,"Daily Closing Prices of Major European Stock Indices, 1991-1998",1860,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,faithful,Old Faithful Geyser Data,272,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Formaldehyde,Determination of Formaldehyde,6,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,freeny,Freeny's Revenue Data,39,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,HairEyeColor,Hair and Eye Color of Statistics Students,32,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,Harman23.cor,Harman Example 2.3,8,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Harman74.cor,Harman Example 7.4,24,26,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Indometh,Pharmacokinetics of Indomethacin,66,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,infert,Infertility after Spontaneous and Induced Abortion,248,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,InsectSprays,Effectiveness of Insect Sprays,72,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,iris,Edgar Anderson's Iris Data,150,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,iris3,Edgar Anderson's Iris Data,50,12,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,islands,Areas of the World's Major Landmasses,48,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,JohnsonJohnson,Quarterly Earnings per Johnson & Johnson Share,84,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,LakeHuron,Level of Lake Huron 1875-1972,98,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,lh,Luteinizing Hormone in Blood Samples,48,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,LifeCycleSavings,Intercountry Life-Cycle Savings Data,50,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Loblolly,Growth of Loblolly pine trees,84,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,longley,Longley's Economic Regression Data,16,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,lynx,Annual Canadian Lynx trappings 1821-1934,114,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,morley,Michelson Speed of Light Data,100,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,mtcars,Motor Trend Car Road Tests,32,11,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,nhtemp,Average Yearly Temperatures in New Haven,60,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,Nile,Flow of the River Nile,100,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,nottem,"Average Monthly Temperatures at Nottingham, 1920-1939",240,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,npk,"Classical N, P, K Factorial Experiment",24,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,occupationalStatus,Occupational Status of Fathers and their Sons,64,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,Orange,Growth of Orange Trees,35,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,OrchardSprays,Potency of Orchard Sprays,64,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,PlantGrowth,Results from an Experiment on Plant Growth,30,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,precip,Annual Precipitation in US Cities,70,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,presidents,Quarterly Approval Ratings of US Presidents,120,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,pressure,Vapor Pressure of Mercury as a Function of Temperature,19,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Puromycin,Reaction Velocity of an Enzymatic Reaction,23,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,quakes,Locations of Earthquakes off Fiji,1000,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,randu,Random Numbers from Congruential Generator RANDU,400,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,rivers,Lengths of Major North American Rivers,141,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,rock,Measurements on Petroleum Rock Samples,48,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Seatbelts,Road Casualties in Great Britain 1969-84,192,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,sleep,Student's Sleep Data,20,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,stackloss,Brownlee's Stack Loss Plant Data,21,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,sunspot.month,"Monthly Sunspot Data, from 1749 to ""Present""",3177,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,sunspot.year,"Yearly Sunspot Data, 1700-1988",289,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,sunspots,"Monthly Sunspot Numbers, 1749-1983",2820,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,47,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Theoph,Pharmacokinetics of Theophylline,132,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,Titanic,Survival of passengers on the Titanic,32,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,ToothGrowth,The Effect of Vitamin C on Tooth Growth in Guinea Pigs,60,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,treering,"Yearly Treering Data, -6000-1979",7980,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,trees,"Girth, Height and Volume for Black Cherry Trees",31,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,UCBAdmissions,Student Admissions at UC Berkeley,24,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,UKDriverDeaths,Road Casualties in Great Britain 1969-84,192,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,UKgas,UK Quarterly Gas Consumption,108,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,USAccDeaths,Accidental Deaths in the US 1973-1978,72,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,USArrests,Violent Crime Rates by US State,50,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,USJudgeRatings,Lawyers' Ratings of State Judges in the US Superior Court,43,12,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,USPersonalExpenditure,Personal Expenditure Data,5,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,uspop,Populations Recorded by the US Census,19,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
datasets,VADeaths,Death Rates in Virginia (1940),5,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,volcano,Topographic Information on Auckland's Maunga Whau Volcano,87,61,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,warpbreaks,The Number of Breaks in Yarn during Weaving,54,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
datasets,women,Average Heights and Weights for American Women,15,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,WorldPhones,The World's Telephones,7,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
datasets,WWWusage,Internet Usage per Minute,100,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
drc,acidiq,Acifluorfen and diquat tested on Lemna minor.,180,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,algae,Volume of algae as function of increasing concentrations of a herbicide,14,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,auxins,Effect of technical grade and commercially formulated auxin herbicides,150,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,chickweed,Germination of common chickweed (_Stellaria media_),35,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,chickweed0,Germination of common chickweed (_Stellaria media_),34,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,daphnids,Daphnia test,16,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
drc,decontaminants,Performance of decontaminants used in the culturing of a micro-organism,128,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
drc,deguelin,Deguelin applied to chrysanthemum aphis,6,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,earthworms,Earthworm toxicity test,35,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,etmotc,Effect of erythromycin on mixed sewage microorganisms,57,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,finney71,Example from Finney (1971),6,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,G.aparine,Herbicide applied to Galium aparine,240,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
drc,germination,Germination of three crops,192,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,glymet,Glyphosate and metsulfuron-methyl tested on algae.,113,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,H.virescens,Mortality of tobacco budworms,12,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
drc,heartrate,Heart rate baroreflexes for rabbits,18,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,leaflength,Leaf length of barley,42,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,lepidium,Dose-response profile of degradation of agrochemical using lepidium,42,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,lettuce,Hormesis in lettuce plants,14,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,M.bahia,Effect of an effluent on the growth of mysid shrimp,40,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,mecter,Mechlorprop and terbythylazine tested on Lemna minor,102,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,metals,Data from heavy metal mixture experiments,543,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,methionine,Weight gain for different methionine sources,9,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,nasturtium,Dose-response profile of degradation of agrochemical using nasturtium,42,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,O.mykiss,Test data from a 21 day fish test,70,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,P.promelas,Effect of sodium pentachlorophenate on growth of fathead minnow,24,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,RScompetition,Competition between two biotypes,49,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,ryegrass,Effect of ferulic acid on growth of ryegrass,24,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,S.alba,Potency of two herbicides,68,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
drc,S.capricornutum,Effect of cadmium on growth of green alga,18,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,secalonic,Root length measurements,7,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,selenium,Data from toxicology experiments with selenium,25,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,spinach,Inhibition of photosynthesis,105,4,FALSE,TRUE,TRUE,FALSE,CSV,DOC
drc,terbuthylazin,The effect of terbuthylazin on growth rate,30,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
drc,vinclozolin,Vinclozolin from AR in vitro assay,53,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Accident,Ship Accidents,40,5,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,Airline,Cost for U.S. Airlines,90,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Airq,Air Quality for Californian Metropolitan Areas,30,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,bankingCrises,Countries in Banking Crises,211,71,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Benefits,Unemployment of Blue Collar Workers,4877,18,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Bids,Bids Received By U.S. Firms,126,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,breaches,Cyber Security Breaches,1055,13,FALSE,FALSE,TRUE,TRUE,CSV,DOC
Ecdat,BudgetFood,Budget Share of Food for Spanish Households,23972,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,BudgetItaly,Budget Shares for Italian Households,1729,11,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,BudgetUK,Budget Shares of British Households,1519,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Bwages,Wages in Belgium,1472,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Capm,Stock Market Data,516,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Car,Stated Preferences for Car Choice,4654,70,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Caschool,The California Test Score Data Set,420,17,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Catsup,Choice of Brand for Catsup,2798,14,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Cigar,Cigarette Consumption,1380,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Cigarette,The Cigarette Consumption Panel Data Set,528,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Clothing,Sales Data of Men's Fashion Stores,400,13,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Computers,Prices of Personal Computers,6259,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Consumption,Quarterly Data on Consumption and Expenditure,200,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,CPSch3,Earnings from the Current Population Survey,11130,3,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Cracker,Choice of Brand for Crakers,3292,14,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,CRANpackages,Growth of CRAN,29,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Ecdat,Crime,Crime in North Carolina,630,24,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,CRSPday,Daily Returns from the CRSP Database,2528,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,CRSPmon,Monthly Returns from the CRSP Database,360,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Diamond,Pricing the C's of Diamond Stones,308,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,DM,DM Dollar Exchange Rate,778,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Doctor,Number of Doctor Visits,485,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,DoctorAUS,Doctor Visits in Australia,5190,15,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,DoctorContacts,Contacts With Medical Doctor,20186,15,TRUE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Earnings,Earnings for Three Age Groups,4266,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Electricity,Cost Function for Electricity Producers,158,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Fair,Extramarital Affairs Data,601,9,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Fatality,Drunk Driving Laws and Traffic Deaths,336,10,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Fishing,Choice of Fishing Mode,1182,12,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Forward,Exchange Rates of US Dollar Against Other Currencies,276,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,FriendFoe,Data from the Television Game Show Friend Or Foe ?,227,13,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Garch,Daily Observations on Exchange Rates of the US Dollar Against Other Currencies,1867,8,FALSE,FALSE,TRUE,TRUE,CSV,DOC
Ecdat,Gasoline,Gasoline Consumption,342,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Griliches,Wage Datas,758,20,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Grunfeld,Grunfeld Investment Data,200,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,HC,Heating and Cooling System Choice in Newly Built Houses in California,250,18,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Hdma,The Boston HMDA Data Set,2381,13,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Heating,Heating System Choice in California Houses,900,21,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Hedonic,Hedonic Prices of Census Tracts in Boston,506,15,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,HHSCyberSecurityBreaches,Cybersecurity breaches reported to the US Department of Health and Human Services,1151,9,TRUE,TRUE,FALSE,TRUE,CSV,DOC
Ecdat,HI,Health Insurance and Hours Worked By Wives,22272,13,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Hmda,The Boston HMDA Data Set,2381,13,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Housing,Sales Prices of Houses in the City of Windsor,546,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Hstarts,Housing Starts,168,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Icecream,Ice Cream Consumption,30,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,incidents.byCountryYr,Global Terrorism Database yearly summaries,9270,3,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Ecdat,incomeInequality,Income Inequality in the US,66,22,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,IncomeUK,Seasonally Unadjusted Quarterly Data on Disposable Income and Expenditure,58,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Irates,Monthly Interest Rates,531,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Journals,Economic Journals Dat Set,180,10,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,Kakadu,Willingness to Pay for the Preservation of the Kakadu National Park,1827,22,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Ketchup,Choice of Brand for Ketchup,4956,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Klein,Klein's Model I,22,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,LaborSupply,Wages and Hours Worked,5320,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Labour,Belgian Firms,569,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Longley,The Longley Data,16,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,LT,Dollar Sterling Exchange Rate,200,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Macrodat,Macroeconomic Time Series for the United States,168,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Males,Wages and Education of Young Males,4360,12,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,ManufCost,Manufacturing Costs,25,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Mathlevel,Level of Calculus Attained for Students Taking Advanced Micro-economics,609,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,MCAS,The Massachusetts Test Score Data Set,220,17,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,MedExp,Structure of Demand for Medical Care,5574,15,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Metal,Production for SIC 33,27,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Mishkin,Inflation and Interest Rates,491,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Mode,Mode Choice,453,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,ModeChoice,Data to Study Travel Mode Choice,840,7,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,Mofa,"International Expansion of U.S. Mofa's (majority-owned Foreign Affiliates in Fire (finance, Insurance and Real Estate)",50,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Money,"Money, GDP and Interest Rate in Canada",128,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,MoneyUS,Macroeconomic Series for the United States,164,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Mpyr,"Money, National Product and Interest Rate",90,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Mroz,Labor Supply Data,753,18,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,MunExp,Municipal Expenditure Data,2385,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,MW,Growth of Disposable Income and Treasury Bill Rate,50,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,NaturalPark,Willingness to Pay for the Preservation of the Alentejo Natural Park,312,7,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,Nerlove,"Cost Function for Electricity Producers, 1955",159,8,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,nkill.byCountryYr,Global Terrorism Database yearly summaries,206,45,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,nonEnglishNames,Names with Character Set Problems,11,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Ecdat,OFP,Visits to Physician Office,4406,19,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Oil,Oil Investment,53,11,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Orange,The Orange Juice Data Set,642,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Participation,Labor Force Participation,872,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,PatentsHGH,Dynamic Relation Between Patents and R&D,1730,18,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,PatentsRD,"Patents, R&D and Technological Spillovers for a Panel of Firms",1629,7,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,PE,Price and Earnings Index,132,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,politicalKnowledge,Political knowledge in the US and Europe,4,12,FALSE,FALSE,TRUE,TRUE,CSV,DOC
Ecdat,Pound,Pound-dollar Exchange Rate,778,4,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,PPP,Exchange Rates and Price Indices for France and Italy,186,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Pricing,Returns of Size-based Portfolios,418,12,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Produc,Us States Production,816,10,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,PSID,Panel Survey of Income Dynamics,4856,8,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Ecdat,RetSchool,Return to Schooling,5225,17,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Schooling,Wages and Schooling,3010,28,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Solow,Solow's Technological Change Data,41,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Somerville,Visits to Lake Somerville,659,8,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,SP500,Returns on Standard & Poor's 500 Index,2783,1,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Star,Effects on Learning of Small Class Sizes,5748,8,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,Strike,Strike Duration Data,62,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,StrikeDur,Strikes Duration,566,2,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,StrikeNb,Number of Strikes in Us Manufacturing,108,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,SumHes,The Penn Table,3250,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Ecdat,Tbrate,"Interest Rate, GDP and Inflation",188,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,terrorism,Global Terrorism Database yearly summaries,46,25,FALSE,FALSE,TRUE,TRUE,CSV,DOC
Ecdat,Tobacco,Households Tobacco Budget Share,2724,9,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Ecdat,Train,Stated Preferences for Train Traveling,2929,11,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Ecdat,TranspEq,Statewide Data on Transportation Equipment Manufacturing,25,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
